id,carat,cut,color,clarity,depth,table,x,y,z,price
10391,9,Premium,H,VS1,618,560,618,616,381,3982.81086
10392,34,Premium,G,VS2,613,580,451,453,277,674.25501
10393,10,Good,F,SI1,649,570,625,632,408,4356.75214
10394,151,Premium,E,SI1,596,610,753,743,446,11513.77325
10395,32,Ideal,H,VS2,620,550,44,438,272,717.40105
10396,43,Premium,G,IF,610,580,482,488,296,1291.61028
10397,75,Good,E,SI1,634,570,575,577,365,2498.87388
10398,5,Ideal,F,VS1,612,560,513,517,315,1643.76406
10399,131,Ideal,H,SI1,608,560,712,708,432,7154.02109
10400,112,Very Good,E,SI2,609,630,665,659,403,4752.43117
10401,53,Very Good,I,SI1,597,630,522,53,314,982.24951
10402,71,Ideal,E,SI1,615,570,57,575,352,2864.27351
10403,4,Ideal,E,VVS1,628,570,471,465,294,1233.17027
10404,123,Very Good,H,VS2,624,580,68,685,426,6430.01402
10405,10,Premium,G,VVS2,616,610,638,635,392,7263.27017
10406,78,Ideal,H,SI1,612,560,592,599,364,2975.12442
10407,51,Ideal,F,VS2,614,560,513,516,316,1478.08195
10408,76,Premium,E,SI2,593,620,601,596,355,2352.89889
10409,32,Ideal,F,VS2,622,550,435,437,271,659.03545
10410,86,Good,F,SI2,643,600,597,595,383,2791.29457
10411,158,Very Good,H,VS2,614,600,749,744,458,10947.80547
10412,107,Ideal,E,VVS2,613,560,653,66,402,10036.48586
10413,42,Ideal,E,SI1,623,570,48,476,298,945.56806
10414,12,Very Good,G,VVS2,607,600,68,684,414,9563.3494
10415,171,Good,D,SI1,641,590,751,746,48,13128.03245
10416,7,Premium,H,VS2,607,590,566,568,344,2142.87444
10417,34,Ideal,H,VS2,615,540,454,45,278,653.94831
10418,23,Very Good,E,VVS1,613,590,393,397,242,517.27034
10419,11,Very Good,H,VVS2,597,578,67,676,401,7067.17342
10420,73,Premium,J,VS1,602,580,587,582,352,2102.77645
10421,42,Premium,E,SI1,625,550,483,48,301,885.30388
10422,38,Ideal,F,VS1,609,550,469,473,287,938.15489
10423,38,Ideal,D,VS1,610,570,466,469,285,1025.85676
10424,7,Ideal,E,VS2,621,540,569,572,354,2955.39768
10425,54,Ideal,H,VS1,615,560,522,525,322,1517.94267
10426,32,Premium,I,SI1,616,610,44,436,27,327.81529
10427,26,Premium,E,VVS1,609,590,409,412,25,598.81001
10428,52,Very Good,E,VS2,592,590,523,527,311,1526.42733
10429,12,Premium,D,VVS1,621,590,0,0,0,2046.24025
10430,31,Premium,H,VVS2,614,590,438,435,268,806.4623
10431,71,Ideal,D,SI2,615,562,573,575,353,2529.21221
10432,51,Ideal,E,VS2,619,550,51,514,317,1618.70519
10433,107,Premium,G,VS1,586,600,676,665,393,5949.05785
10434,71,Ideal,H,SI2,621,560,576,571,356,2147.09644
10435,52,Very Good,I,VS1,615,563,516,519,318,1282.69056
10436,101,Good,G,VVS2,631,560,634,64,402,7759.52389
10437,15,Good,E,SI1,585,590,745,749,437,10659.1943
10438,201,Very Good,I,SI1,635,550,807,801,511,14089.19353
10439,56,Ideal,D,VVS1,619,560,532,528,328,3483.73925
10440,52,Ideal,F,IF,603,600,524,527,317,2535.02683
10441,7,Good,E,SI2,575,580,58,585,335,2172.36476
10442,32,Ideal,F,VS1,615,560,44,444,272,691.67509
10443,38,Premium,D,SI2,621,550,465,462,288,743.75321
10444,33,Ideal,G,VS1,611,550,45,452,275,779.4982
10445,101,Good,G,SI2,637,580,631,635,403,3921.40281
10446,173,Premium,H,SI2,605,600,779,771,469,10918.82986
10447,103,Good,H,SI1,593,560,657,666,392,5124.98877
10448,32,Very Good,G,VS2,599,570,447,451,269,588.01738
10449,141,Very Good,F,VS1,634,630,713,697,447,11417.51659
10450,33,Ideal,E,VVS1,626,580,436,44,274,971.85033
10451,5,Ideal,G,VVS2,627,550,507,51,319,1553.96201
10452,124,Ideal,J,VS2,623,560,684,691,428,5602.53683
10453,32,Premium,G,VS2,611,580,442,445,271,643.16067
10454,121,Good,G,VVS2,638,550,674,665,428,8558.00598
10455,211,Premium,G,SI2,614,620,825,821,505,14831.97436
10456,109,Very Good,G,VVS2,598,610,664,67,399,7947.77075
10457,56,Ideal,D,VS2,615,570,528,533,326,1885.94554
10458,51,Premium,G,VVS1,624,580,509,513,319,1744.06038
10459,9,Very Good,G,VS2,615,600,613,616,378,3938.27373
10460,101,Good,F,SI2,613,620,644,648,396,4170.13259
10461,36,Premium,G,VS1,617,590,459,455,282,865.24609
10462,32,Premium,E,VS2,610,590,444,445,271,600.42402
10463,51,Ideal,F,VVS2,626,570,51,513,32,2091.49551
10464,26,Ideal,E,VS1,615,570,409,412,252,463.48097
10465,78,Very Good,D,VS1,632,580,587,581,369,3841.51415
10466,20,Good,D,VS2,637,600,788,781,50,18975.05703
10467,53,Ideal,E,VVS2,605,570,524,528,318,1963.13055
10468,153,Very Good,H,VS1,595,630,744,751,445,11255.33067
10469,39,Fair,E,SI1,656,600,45,456,297,656.33901
10470,54,Premium,H,VS1,619,560,529,524,326,1674.78565
10471,37,Good,H,VS2,631,550,459,463,291,744.55653
10472,9,Very Good,E,VS2,630,580,613,616,387,4639.747
10473,145,Premium,H,VS1,606,600,727,716,437,8845.03143
10474,3,Ideal,G,VVS1,621,570,427,429,266,887.35271
10475,35,Ideal,G,VVS2,621,560,447,451,279,934.53508
10476,8,Very Good,F,VS1,636,570,582,591,373,3607.05101
10477,5,Ideal,H,VVS1,606,550,517,513,312,1788.22322
10478,7,Good,E,SI1,616,610,564,566,348,2109.36824
10479,7,Premium,I,VVS2,624,610,575,56,354,2371.84335
10480,203,Premium,D,SI2,624,590,804,798,50,16015.52208
10481,34,Premium,H,VS2,611,580,447,45,274,637.56953
10482,3,Ideal,G,VS2,616,570,43,433,266,687.75002
10483,3,Ideal,E,I1,603,570,439,436,264,-88.43502
10484,71,Very Good,G,SI1,634,560,564,568,359,2069.56029
10485,9,Good,F,VS2,638,550,609,613,39,4214.74148
10486,36,Ideal,H,SI1,619,550,457,459,283,606.42503
10487,7,Good,E,VS2,642,600,558,564,36,2679.04379
10488,32,Ideal,G,VS1,616,550,443,446,274,758.16661
10489,43,Ideal,G,IF,616,570,484,481,297,1330.56403
10490,9,Very Good,H,VS1,622,590,614,618,383,4256.18219
10491,32,Ideal,G,VS1,613,550,442,446,272,751.3473
10492,101,Ideal,E,VVS1,618,540,643,649,399,12158.51152
10493,151,Very Good,F,SI1,624,550,728,734,456,11639.91226
10494,104,Premium,G,VS2,625,580,643,647,403,6566.2769
10495,71,Ideal,G,VVS1,628,560,571,576,36,3495.4272
10496,172,Premium,H,SI1,614,590,764,771,471,12094.40476
10497,58,Ideal,D,VVS1,622,560,534,536,333,3350.98765
10498,71,Good,E,SI1,584,610,585,593,344,2408.73353
10499,27,Ideal,I,VVS2,616,550,417,421,258,474.99633
10500,15,Good,G,SI2,643,570,72,729,466,9669.31817
10501,111,Very Good,H,SI1,608,600,662,677,407,5076.44713
10502,27,Very Good,E,VVS2,625,590,409,414,257,460.45717
10503,104,Premium,G,SI2,628,590,647,642,405,3988.46976
10504,112,Ideal,F,SI1,617,560,664,668,411,5822.72675
10505,42,Very Good,G,SI1,622,580,473,475,295,744.29336
10506,42,Very Good,D,SI2,600,610,485,489,292,694.5572
10507,3,Very Good,G,VS1,628,570,424,426,267,583.04103
10508,32,Ideal,E,VS2,620,550,436,438,271,642.29245
10509,31,Very Good,G,VS1,619,540,436,44,271,777.98
10510,101,Ideal,G,VS2,617,570,644,649,399,6661.03058
10511,31,Good,H,VVS1,633,560,43,432,273,741.82539
10512,205,Premium,G,SI2,601,590,83,82,496,14811.35765
10513,32,Ideal,I,VVS1,625,550,44,437,274,652.29793
10514,108,Good,J,SI2,632,590,64,657,41,3678.94621
10515,102,Ideal,F,VS1,620,570,649,644,401,7788.12126
10516,108,Ideal,F,I1,618,560,664,662,41,3530.60394
10517,7,Ideal,E,VS2,628,570,571,562,356,2919.29698
10518,151,Very Good,J,VS1,637,550,716,728,46,8944.03397
10519,26,Very Good,E,VVS1,599,580,417,418,25,534.81095
10520,42,Ideal,G,VS2,612,560,484,48,295,1018.8387
10521,15,Good,G,SI2,637,580,715,722,458,7127.75403
10522,121,Ideal,H,VS2,624,590,681,679,424,6647.56719
10523,34,Very Good,G,VVS2,617,560,447,451,277,911.21266
10524,63,Good,F,VS1,616,607,546,552,338,1998.78972
10525,5,Premium,D,VS2,597,570,513,508,305,1523.627
10526,4,Ideal,H,VVS1,614,570,481,474,293,1216.30103
10527,132,Premium,H,SI1,615,610,705,697,431,6665.60467
10528,4,Good,I,VS1,638,550,465,469,298,706.64503
10529,64,Very Good,D,SI2,628,540,55,552,346,2010.33289
10530,32,Ideal,D,VS1,612,550,441,445,271,827.04003
10531,152,Ideal,H,VS1,601,600,754,751,452,11535.15833
10532,31,Ideal,E,VS1,616,550,437,439,27,618.97122
10533,71,Ideal,D,VS2,627,570,57,575,359,3691.21965
10534,81,Premium,D,SI1,624,590,596,589,37,2923.64427
10535,203,Ideal,I,SI1,618,570,807,814,501,14812.45695
10536,32,Ideal,G,VVS2,619,570,441,438,272,973.23706
10537,82,Ideal,F,SI2,609,570,606,602,368,2794.23754
10538,5,Premium,E,SI2,624,590,509,50,315,1133.80636
10539,31,Ideal,I,VVS1,627,530,433,435,272,594.72352
10540,81,Very Good,D,VVS2,639,560,579,591,374,5111.9892
10541,32,Premium,E,VS2,605,550,449,443,27,671.0938
10542,201,Premium,H,VS2,611,610,814,809,496,17301.8947
10543,41,Ideal,F,VVS1,609,560,483,479,293,1199.58752
10544,9,Ideal,J,VS1,621,570,616,618,383,3393.4786
10545,224,Ideal,J,VS2,618,540,841,836,518,14253.47108
10546,24,Ideal,G,VS1,618,540,401,402,248,659.64239
10547,10,Good,E,SI1,572,620,659,656,376,4724.38245
10548,34,Ideal,F,VVS2,617,550,449,452,278,913.91195
10549,36,Very Good,F,SI1,607,540,464,467,283,646.73246
10550,91,Premium,D,SI2,622,590,623,619,386,3557.63508
10551,52,Premium,F,VS2,607,590,518,514,313,1473.64289
10552,211,Ideal,H,SI2,615,570,83,825,509,14126.1819
10553,93,Premium,H,VS2,603,610,639,625,381,4266.78543
10554,4,Ideal,E,VVS1,615,560,473,47,29,959.14533
10555,91,Good,G,VS2,599,610,62,633,375,4435.80569
10556,106,Premium,I,SI2,584,580,67,665,39,3589.27907
10557,3,Premium,E,VVS2,601,590,432,437,261,649.0409
10558,9,Very Good,D,SI1,609,570,622,626,38,3861.07236
10559,32,Premium,G,SI2,610,590,442,436,268,448.68078
10560,256,Good,J,SI2,636,620,862,857,547,13436.52239
10561,3,Ideal,D,VS2,615,550,43,435,266,864.0845
10562,4,Very Good,E,VS1,624,540,471,475,295,889.92481
10563,7,Good,G,VS2,638,590,551,555,353,2237.94217
10564,3,Very Good,D,VS2,622,580,425,43,266,792.61497
10565,113,Premium,H,SI1,623,580,668,667,416,5487.14766
10566,3,Very Good,G,VVS2,621,590,423,427,264,733.24729
10567,79,Very Good,E,SI2,592,590,604,606,358,2535.9067
10568,33,Ideal,H,VS1,617,540,447,445,275,715.37789
10569,3,Premium,D,VS2,610,600,429,433,263,681.67484
10570,118,Premium,J,SI2,613,600,683,678,417,4009.92883
10571,34,Premium,G,VS2,616,600,449,447,276,681.73879
10572,96,Premium,E,SI2,626,600,632,626,394,3827.69219
10573,151,Premium,I,VS1,630,590,73,728,459,9721.46999
10574,32,Premium,G,VS2,620,580,433,438,27,598.3293
10575,91,Ideal,H,SI1,619,560,617,621,383,3987.2481
10576,87,Ideal,E,SI2,604,580,619,623,375,3524.20306
10577,135,Very Good,G,VS1,601,560,716,721,432,10569.15689
10578,7,Premium,F,SI1,605,580,577,584,351,2376.25103
10579,109,Ideal,H,SI1,611,570,66,669,41,5815.95239
10580,107,Ideal,J,SI1,624,560,652,656,408,4369.77967
10581,57,Ideal,F,SI1,619,560,533,537,331,1705.93847
10582,151,Ideal,D,VS2,609,570,742,745,453,15485.13144
10583,71,Very Good,D,VS2,618,550,572,574,354,3054.28195
10584,51,Very Good,F,SI2,623,550,513,515,32,1306.40406
10585,4,Premium,E,VVS2,608,590,477,473,289,951.49846
10586,5,Very Good,E,SI1,633,590,503,499,317,1316.13638
10587,9,Premium,F,SI2,616,580,623,615,381,3377.1293
10588,132,Good,I,VS1,592,580,714,718,424,6677.16805
10589,4,Ideal,E,VS2,614,570,478,475,292,950.49449
10590,3,Premium,F,VVS2,611,590,429,432,263,673.93644
10591,31,Very Good,E,VS2,629,570,43,435,272,581.35713
10592,5,Fair,E,VS2,663,550,498,494,329,1301.13125
10593,103,Ideal,J,SI1,623,570,648,643,402,4485.26369
10594,3,Ideal,G,IF,614,570,43,433,265,786.30371
10595,5,Good,D,SI1,572,600,525,52,299,1141.54215
10596,136,Very Good,H,SI2,615,580,709,716,438,5887.73217
10597,4,Ideal,E,VS2,629,550,473,472,297,873.30758
10598,94,Fair,H,SI2,660,501,613,617,406,2766.47535
10599,54,Very Good,F,VS1,618,590,515,522,321,1557.61391
10600,6,Ideal,D,SI1,614,550,545,547,335,2158.99076
10601,121,Good,H,SI1,636,560,663,668,423,5731.23343
10602,32,Very Good,F,VS2,614,580,437,442,27,478.01561
10603,12,Very Good,F,SI2,628,550,674,68,425,5103.74406
10604,10,Very Good,G,VS2,627,590,632,638,398,5862.51283
10605,10,Good,E,SI1,593,610,642,653,384,4999.35341
10606,54,Ideal,E,VS2,624,560,523,519,325,1685.67361
10607,37,Very Good,E,VS1,637,560,454,46,291,745.12806
10608,31,Good,G,VS1,638,570,429,433,275,685.46987
10609,63,Ideal,F,VVS2,623,560,548,55,342,3149.45714
10610,27,Very Good,H,VVS1,612,570,415,418,255,630.43451
10611,72,Premium,E,VS2,603,590,584,58,351,2920.7769
10612,52,Ideal,G,VVS1,616,560,516,52,319,1780.95031
10613,31,Ideal,D,VS1,616,550,437,44,27,904.90022
10614,24,Ideal,H,VVS1,615,550,399,402,246,822.41173
10615,56,Fair,E,SI2,645,610,518,514,333,1193.98686
10616,3,Ideal,E,VVS2,614,550,433,436,267,726.40303
10617,74,Premium,F,VS2,617,580,585,578,359,2735.80109
10618,51,Good,E,SI1,574,620,529,524,302,1303.99386
10619,102,Very Good,J,SI1,614,580,647,65,398,4206.91559
10620,51,Premium,H,VVS2,608,610,512,508,31,1406.92504
10621,9,Very Good,H,SI1,619,590,617,621,383,3995.17069
10622,34,Ideal,H,SI1,611,560,452,455,277,620.53768
10623,17,Premium,I,VVS2,621,590,76,753,47,12767.65077
10624,57,Ideal,G,SI1,623,540,534,535,333,1608.98999
10625,36,Ideal,E,VS1,614,560,459,463,283,787.42941
10626,71,Ideal,D,SI1,630,550,564,557,353,2461.8936
10627,211,Ideal,J,VS2,612,550,833,83,509,12534.14937
10628,32,Ideal,G,VS1,612,560,443,439,27,743.16695
10629,31,Very Good,G,VVS1,628,530,434,436,273,789.8446
10630,52,Premium,D,VVS1,588,610,531,527,311,2495.54316
10631,27,Ideal,I,VS1,620,560,416,419,259,332.50017
10632,3,Premium,H,VVS2,610,610,432,43,263,574.98192
10633,53,Premium,D,VS2,604,580,526,523,317,1584.622
10634,93,Premium,F,VS2,617,580,622,629,386,4371.87349
10635,6,Very Good,D,SI1,603,580,544,551,33,1686.59033
10636,44,Very Good,I,VVS1,608,570,488,493,298,931.64085
10637,37,Premium,E,SI1,593,580,473,475,281,668.50221
10638,3,Ideal,D,SI1,619,550,432,434,268,628.50431
10639,38,Premium,E,VS1,615,580,469,464,287,845.46479
10640,31,Ideal,F,VVS2,616,550,435,438,269,849.95972
10641,102,Ideal,F,SI2,624,570,64,643,40,5282.21724
10642,3,Ideal,E,VVS1,601,570,441,438,264,909.89083
10643,4,Very Good,I,SI1,632,550,472,468,297,598.75248
10644,121,Premium,J,SI1,622,570,684,676,423,4984.23036
10645,71,Ideal,H,SI2,627,570,566,569,356,1877.41547
10646,171,Ideal,I,VVS2,619,570,762,767,473,13505.57222
10647,91,Ideal,H,VS2,630,560,615,605,384,3733.71256
10648,42,Premium,D,SI2,601,580,488,483,292,853.23219
10649,31,Ideal,D,VS2,625,560,432,429,269,789.02511
10650,32,Premium,D,SI1,583,580,454,449,263,599.86438
10651,38,Ideal,E,VS1,622,540,465,463,289,891.53454
10652,9,Good,D,SI1,624,630,604,613,38,3823.16499
10653,32,Premium,H,VVS2,616,550,444,442,273,901.66982
10654,33,Ideal,E,SI1,625,550,445,442,277,616.21559
10655,121,Ideal,G,VVS2,594,590,692,701,414,9265.47355
10656,20,Ideal,H,SI2,597,570,829,822,493,12758.10984
10657,26,Very Good,F,VVS1,612,600,413,414,253,668.65579
10658,52,Premium,G,VVS2,618,590,516,513,318,1872.29648
10659,103,Ideal,G,VVS1,624,570,639,647,401,8904.35583
10660,101,Good,G,VS2,632,570,63,635,40,5728.7997
10661,12,Ideal,I,SI1,622,560,675,673,419,5298.82449
10662,57,Ideal,F,VS2,608,570,534,537,325,1693.48429
10663,32,Ideal,H,SI2,609,560,441,445,27,605.11176
10664,155,Ideal,H,SI1,624,580,738,74,461,10363.68205
10665,10,Premium,F,SI1,623,590,637,643,399,5327.1758
10666,33,Ideal,H,VS1,622,533,445,448,277,689.91368
10667,26,Ideal,F,VS2,621,540,409,412,255,503.05736
10668,135,Ideal,G,IF,622,570,707,711,441,13472.92306
10669,3,Ideal,I,VVS1,621,560,433,43,268,700.51351
10670,72,Premium,E,VS2,611,590,58,575,353,2934.73937
10671,117,Premium,F,I1,622,580,676,672,419,3257.97393
10672,34,Ideal,E,VVS1,611,560,452,455,277,928.86881
10673,57,Ideal,I,VS1,616,560,533,535,329,1632.68852
10674,12,Good,I,SI1,650,590,651,657,425,4242.01931
10675,7,Ideal,E,VS2,607,580,573,576,349,3125.94714
10676,25,Ideal,E,VVS2,616,570,41,408,252,830.28231
10677,5,Ideal,E,SI1,623,560,506,512,317,1399.28887
10678,9,Very Good,F,SI2,624,570,611,616,383,3430.78268
10679,91,Ideal,I,VS2,619,560,618,622,384,3784.70588
10680,106,Very Good,I,SI1,628,560,647,652,408,4233.39881
10681,71,Very Good,J,VS2,626,570,564,57,355,1594.09732
10682,23,Ideal,F,VVS2,623,560,395,401,248,677.06461
10683,15,Good,H,I1,640,560,718,705,456,4938.26165
10684,151,Fair,H,VS1,580,670,763,757,441,11619.64787
10685,33,Very Good,G,VS1,629,570,438,443,277,617.28922
10686,91,Ideal,I,VS2,622,560,622,618,386,3689.77697
10687,32,Ideal,I,SI1,624,570,437,435,272,386.92549
10688,61,Very Good,G,VS2,620,570,544,547,338,1965.86597
10689,32,Ideal,E,VS1,618,550,44,443,273,691.44852
10690,31,Premium,G,VS1,582,610,445,442,258,577.45869
10691,153,Premium,G,SI1,617,590,74,731,454,10655.67149
10692,143,Very Good,D,SI1,635,560,724,709,455,10240.87376
10693,38,Premium,D,SI2,592,610,472,467,278,717.89032
10694,31,Premium,E,VS1,617,580,436,43,267,743.37568
10695,59,Ideal,F,SI2,617,540,54,546,335,1506.44276
10696,41,Premium,E,SI2,629,580,477,474,299,674.36437
10697,53,Good,F,SI1,638,560,513,516,328,1237.99423
10698,58,Ideal,H,SI1,606,560,544,549,331,1737.67138
10699,104,Fair,D,SI2,649,560,639,634,413,4393.22298
10700,32,Ideal,F,SI1,610,550,445,447,272,562.76856
10701,103,Ideal,G,VS1,617,540,649,652,401,7617.53079
10702,47,Ideal,G,VVS2,622,530,50,504,312,1446.38636
10703,108,Premium,F,VS2,628,590,655,647,409,7011.03947
10704,7,Premium,E,VS1,584,590,591,583,343,2855.09061
10705,5,Good,E,VS1,610,610,507,512,311,1421.15752
10706,7,Ideal,F,SI2,614,550,573,577,353,2413.10435
10707,31,Ideal,H,IF,612,560,436,44,268,867.64131
10708,53,Very Good,G,SI2,634,550,51,519,326,1223.4099
10709,151,Very Good,G,SI1,629,570,727,73,458,9815.62741
10710,10,Fair,F,VS1,650,590,619,614,401,5301.72609
10711,95,Premium,E,SI2,607,590,63,636,384,3835.36658
10712,107,Ideal,E,SI1,614,570,659,653,403,5917.00994
10713,43,Ideal,G,VVS2,601,570,488,491,294,1180.09412
10714,56,Very Good,E,VS1,619,570,529,531,328,1933.26318
10715,56,Premium,H,VVS2,598,570,548,539,325,2049.70553
10716,51,Ideal,G,VVS2,622,560,509,513,318,1828.14504
10717,101,Very Good,E,SI2,615,560,645,647,397,4557.93904
10718,41,Premium,D,SI1,614,580,478,476,293,980.7886
10719,81,Ideal,F,SI2,629,570,597,593,374,2861.59586
10720,101,Premium,F,VS1,613,580,644,652,397,7027.0866
10721,171,Ideal,F,SI2,621,540,772,767,478,12790.14087
10722,32,Ideal,H,IF,616,540,441,449,274,907.59451
10723,32,Ideal,F,VVS1,613,550,442,445,272,898.17173
10724,5,Very Good,E,SI2,615,580,503,509,311,1028.45643
10725,229,Fair,J,SI1,568,660,879,869,496,13271.09894
10726,103,Ideal,G,VVS1,599,610,656,663,395,9333.00184
10727,122,Premium,E,SI2,605,600,693,689,418,5087.90115
10728,101,Very Good,H,VS2,616,570,641,644,396,5127.32776
10729,122,Very Good,I,VS1,629,538,679,683,429,5880.01897
10730,3,Premium,H,VVS2,608,580,437,434,265,757.24656
10731,51,Ideal,E,VVS1,613,560,513,521,317,1934.81942
10732,113,Ideal,E,SI1,622,550,666,669,415,6002.69745
10733,31,Very Good,E,VVS2,608,550,438,443,268,671.9575
10734,58,Ideal,G,IF,613,560,536,539,329,2294.76675
10735,122,Very Good,H,SI1,624,570,678,682,424,6070.84695
10736,41,Premium,F,VS1,612,570,48,477,293,1101.21974
10737,12,Very Good,J,SI1,614,590,682,687,42,4521.76659
10738,74,Ideal,I,VVS1,608,570,585,589,357,2664.64585
10739,123,Very Good,I,VS2,597,580,694,702,417,5345.56514
10740,103,Ideal,E,SI2,616,560,65,645,399,5208.26833
10741,112,Good,J,SI1,637,610,65,654,415,3990.72558
10742,35,Very Good,H,SI1,600,610,457,46,275,520.16838
10743,77,Very Good,G,VS1,628,580,578,584,365,3020.87905
10744,12,Ideal,J,VS2,618,550,684,686,423,5626.1317
10745,101,Good,E,SI2,633,580,63,636,401,4724.20973
10746,42,Very Good,F,SI1,627,550,48,483,302,851.3493
10747,102,Ideal,E,SI2,624,550,647,644,403,4983.59524
10748,54,Premium,G,SI2,614,590,524,521,321,1164.33845
10749,118,Premium,G,VVS2,610,580,684,679,416,8634.08954
10750,54,Ideal,D,VS2,618,570,526,522,324,1735.60638
10751,31,Ideal,J,VVS1,624,540,432,435,27,528.65328
10752,41,Premium,G,VS1,621,600,472,478,295,986.71781
10753,121,Ideal,G,VS1,622,560,687,685,426,8968.08126
10754,75,Ideal,G,SI1,622,570,58,584,362,2643.7013
10755,101,Ideal,G,VS1,618,570,64,645,397,6804.28916
10756,7,Ideal,E,VS1,621,550,572,577,357,3237.7502
10757,10,Ideal,F,SI1,627,570,644,638,402,5160.14392
10758,83,Ideal,G,SI2,624,540,601,608,377,2894.2084
10759,4,Premium,E,VS1,604,590,481,476,289,839.26266
10760,31,Premium,F,VS2,590,590,444,447,263,524.11746
10761,103,Ideal,I,SI2,623,590,639,645,40,3999.25972
10762,74,Good,E,SI1,621,640,576,571,356,2518.20514
10763,55,Ideal,D,VVS2,608,560,529,532,323,2671.26902
10764,23,Premium,I,VVS1,605,610,398,395,24,478.75593
10765,39,Very Good,I,VS1,631,580,468,461,293,638.75442
10766,3,Very Good,D,SI1,634,550,426,422,269,554.54946
10767,38,Ideal,G,SI2,620,550,466,469,29,776.94631
10768,7,Very Good,I,SI2,588,600,58,583,342,1711.39743
10769,9,Premium,H,VS2,627,590,615,61,384,3885.2411
10770,33,Very Good,D,SI1,600,590,447,45,269,689.99023
10771,108,Good,E,SI2,637,570,649,654,415,4089.709
10772,101,Ideal,G,VVS2,609,540,65,653,397,7913.27008
10773,53,Ideal,H,IF,620,540,519,523,323,1834.2245
10774,16,Ideal,H,SI2,621,560,743,751,464,8852.83497
10775,228,Premium,J,VS1,603,580,858,853,516,15110.85725
10776,109,Premium,E,SI1,625,570,661,655,411,5434.1376
10777,10,Very Good,G,SI2,626,580,634,638,398,4174.50275
10778,27,Very Good,F,VVS2,618,570,415,417,257,569.62281
10779,51,Premium,F,VS2,607,590,516,519,314,1500.68687
10780,32,Ideal,E,VS2,622,560,441,437,273,667.68343
10781,51,Ideal,D,VS2,624,550,514,511,32,1528.9369
10782,12,Ideal,F,VS2,626,560,678,673,423,8924.02634
10783,24,Very Good,F,VVS1,590,580,407,41,241,828.83496
10784,9,Good,E,SI2,634,600,602,607,383,3155.2708
10785,91,Very Good,E,SI2,624,580,611,614,382,3261.86054
10786,49,Ideal,E,VVS2,619,560,505,51,314,1911.25213
10787,51,Ideal,D,VS1,621,550,514,52,321,1739.76277
10788,31,Premium,H,VS2,589,610,446,443,262,490.6355
10789,32,Ideal,D,VS2,619,550,443,439,273,788.22274
10790,51,Ideal,E,VS1,614,560,514,516,316,1649.51591
10791,59,Very Good,F,SI2,637,570,531,536,34,1540.41137
10792,32,Ideal,J,VS2,621,540,438,444,274,335.70513
10793,94,Premium,E,SI1,620,580,627,624,388,4250.99172
10794,91,Very Good,F,VVS2,626,590,61,616,384,6485.42548
10795,113,Ideal,G,VS2,627,560,661,665,416,6996.82578
10796,53,Ideal,G,VS1,626,540,519,516,324,1609.08557
10797,51,Premium,D,VS2,627,590,509,505,318,1606.62354
10798,56,Ideal,G,SI1,620,570,525,527,326,1572.87247
10799,62,Ideal,H,VS2,628,570,543,54,34,1707.41103
10800,101,Ideal,F,VS2,610,570,638,65,393,6619.97213
10801,32,Ideal,F,VS1,620,540,444,443,275,758.3247
10802,55,Ideal,I,IF,601,560,533,538,322,1872.77219
10803,81,Very Good,H,SI1,602,580,606,61,366,2803.51364
10804,15,Ideal,G,SI1,617,560,736,732,453,10522.74361
10805,154,Ideal,G,I1,616,550,74,743,457,5914.86197
10806,10,Ideal,D,SI1,602,570,654,648,392,6470.23563
10807,5,Ideal,G,VVS2,612,560,51,513,313,1520.05355
10808,104,Ideal,F,SI2,621,570,648,646,402,4646.63572
10809,167,Ideal,H,VS1,618,559,757,76,469,13577.59093
10810,125,Premium,J,SI2,613,580,698,695,427,4591.02165
10811,5,Good,I,VS2,646,590,49,495,318,887.42166
10812,58,Ideal,D,SI2,627,560,532,53,333,1599.74385
10813,226,Ideal,G,SI2,619,570,844,836,52,15304.86262
10814,122,Ideal,I,VS1,619,557,681,684,423,6027.97432
10815,41,Ideal,E,VVS2,610,560,479,482,293,1168.14132
10816,38,Premium,D,VS1,624,590,463,46,288,1115.79432
10817,20,Premium,H,SI1,598,600,804,801,48,13872.48125
10818,41,Very Good,E,VS1,629,560,472,478,299,818.98187
10819,15,Premium,I,SI1,623,570,728,722,452,7784.88706
10820,71,Fair,G,VS2,657,560,551,554,363,2179.53377
10821,58,Very Good,F,VVS1,597,570,548,551,328,2602.10294
10822,15,Premium,G,VVS2,627,580,728,732,458,14143.23633
10823,55,Ideal,G,SI1,608,560,53,536,324,1573.38076
10824,101,Premium,D,SI1,617,620,634,63,39,4668.14966
10825,4,Very Good,F,VVS2,628,560,469,473,296,1006.04954
10826,35,Ideal,H,VVS1,620,539,45,453,28,866.34444
10827,26,Very Good,G,VVS2,623,560,407,409,254,692.1577
10828,31,Ideal,F,VS2,615,560,437,434,268,658.97601
10829,44,Very Good,E,SI1,632,530,487,484,307,839.89932
10830,151,Very Good,I,SI1,614,600,737,733,451,8306.11452
10831,7,Fair,H,SI1,655,570,553,559,364,1991.84346
10832,5,Ideal,E,VS1,611,580,512,508,311,1704.22747
10833,13,Very Good,H,SI1,634,570,693,688,438,6061.68878
10834,5,Ideal,D,VVS2,604,540,523,517,314,2181.49013
10835,52,Ideal,D,SI1,612,570,518,522,318,1567.60584
